Message,EventID,SourceName,TimeCreated,Hostname,Task,Level,Keywords,Channel,ProviderGuid,@timestamp,SubjectLogonId,SubjectDomainName,SubjectUserSid,SourceHandleId,TargetHandleId,SourceProcessId,TargetProcessId,SubjectUserName,ObjectServer,HandleId,ProcessName,ProcessId,RestrictedSidCount,ObjectName,ResourceAttributes,PrivilegeList,TransactionId,AccessMask,ObjectType,AccessReason,AccessList,CommandLine,NewProcessId,TargetLogonId,TokenElevationType,NewProcessName,TargetDomainName,TargetUserName,ParentProcessName,TargetUserSid,MandatoryLabel,Service,Type,ReadOperation,ClientProcessId,ProcessCreationTime,ReturnCode,CountOfCredentialsReturned,TargetName,DisabledPrivilegeList,EnabledPrivilegeList,NewSd,OldSd,Flags,PackageSid,Schema,SchemaFriendlyName,Resource,Identity,Status,SourcePort,LayerName,SourceAddress,Protocol,LayerRTID,FilterRTID,Application,RemoteMachineID,Direction,DestPort,RemoteUserID,DestAddress,ProcessID,GrantedAccess,SourceThreadId,SourceImage,CallTrace,UtcTime,TargetProcessGUID,RuleName,SourceProcessGUID,TargetImage,ProcessGuid,Image,EventType,TargetObject,Details,Archived,Hashes,Session,ClientInfo,Signature,Company,ImageLoaded,FileVersion,Description,SignatureStatus,Product,Signed,OriginalFileName,User,ParentProcessId,IntegrityLevel,CurrentDirectory,ParentCommandLine,TerminalSessionId,ParentImage,ParentProcessGuid,LogonGuid,LogonId,Device,TargetFilename,CreationUtcTime,PipeName
"Registry object added or deleted:
RuleName: -
EventType: CreateKey
UtcTime: 2020-11-02 21:39:13.145
ProcessGuid: {39e4a257-7c7f-5fa0-c34c-000000000700}
ProcessId: 12036
Image: C:\Users\wardog\Desktop\Seatbelt.exe
TargetObject: HKLM\SOFTWARE\Microsoft\Wbem\CIMOM",12,Microsoft-Windows-Sysmon,2020-11-02T04:39:13.159Z,WORKSTATION5,12,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:13.159Z,,,,,,,,,,,,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:13.145,,-,,,{39e4a257-7c7f-5fa0-c34c-000000000700},C:\Users\wardog\Desktop\Seatbelt.exe,CreateKey,HKLM\SOFTWARE\Microsoft\Wbem\CIMOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Registry object added or deleted:
RuleName: -
EventType: CreateKey
UtcTime: 2020-11-02 21:39:13.145
ProcessGuid: {39e4a257-7c7f-5fa0-c34c-000000000700}
ProcessId: 12036
Image: C:\Users\wardog\Desktop\Seatbelt.exe
TargetObject: HKLM\SOFTWARE\Microsoft\Wbem\CIMOM",12,Microsoft-Windows-Sysmon,2020-11-02T04:39:13.159Z,WORKSTATION5,12,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:13.159Z,,,,,,,,,,,,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:13.145,,-,,,{39e4a257-7c7f-5fa0-c34c-000000000700},C:\Users\wardog\Desktop\Seatbelt.exe,CreateKey,HKLM\SOFTWARE\Microsoft\Wbem\CIMOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Image loaded:
RuleName: -
UtcTime: 2020-11-02 21:39:13.160
ProcessGuid: {39e4a257-7c7f-5fa0-c34c-000000000700}
ProcessId: 12036
Image: C:\Users\wardog\Desktop\Seatbelt.exe
ImageLoaded: C:\Windows\System32\wbem\wbemprox.dll
FileVersion: 10.0.18362.1 (WinBuild.160101.0800)
Description: WMI
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: wbemprox.dll
Hashes: SHA1=CD68DD1A25B246BF189D5718F3A7029D882A87B9,MD5=1DF9F7750C1F0FD8D2DB4A24BC89AF87,SHA256=3FA4641ECA80FE270E5B2A1DB22CDB0EC700C858BDE9C6F3AD53FBD275D76B68,IMPHASH=2071F5DD5C967908540F0C880AAFC6EC
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,Microsoft-Windows-Sysmon,2020-11-02T04:39:13.164Z,WORKSTATION5,7,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:13.164Z,,,,,,,,,,,,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:13.160,,-,,,{39e4a257-7c7f-5fa0-c34c-000000000700},C:\Users\wardog\Desktop\Seatbelt.exe,,,,,"SHA1=CD68DD1A25B246BF189D5718F3A7029D882A87B9,MD5=1DF9F7750C1F0FD8D2DB4A24BC89AF87,SHA256=3FA4641ECA80FE270E5B2A1DB22CDB0EC700C858BDE9C6F3AD53FBD275D76B68,IMPHASH=2071F5DD5C967908540F0C880AAFC6EC",,,Microsoft Windows,Microsoft Corporation,C:\Windows\System32\wbem\wbemprox.dll,10.0.18362.1 (WinBuild.160101.0800),WMI,Valid,Microsoft® Windows® Operating System,true,wbemprox.dll,,,,,,,,,,,,,,
"Image loaded:
RuleName: -
UtcTime: 2020-11-02 21:39:13.145
ProcessGuid: {39e4a257-7c7f-5fa0-c34c-000000000700}
ProcessId: 12036
Image: C:\Users\wardog\Desktop\Seatbelt.exe
ImageLoaded: C:\Windows\System32\ws2_32.dll
FileVersion: 10.0.18362.387 (WinBuild.160101.0800)
Description: Windows Socket 2.0 32-Bit DLL
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: ws2_32.dll
Hashes: SHA1=0E931ED820C96CCAD23D4AFCB0ACD97C99155D11,MD5=C0F8DA7568D2F1534E0ABB0E69DC3280,SHA256=E419A4BBDF1D5E0601E90BAFC1558DBD7414CD44E098B581C1915EF2C6E38D0B,IMPHASH=70D7A835AF4CA9F98A94AAF1B60BF88F
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,Microsoft-Windows-Sysmon,2020-11-02T04:39:13.166Z,WORKSTATION5,7,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:13.166Z,,,,,,,,,,,,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:13.145,,-,,,{39e4a257-7c7f-5fa0-c34c-000000000700},C:\Users\wardog\Desktop\Seatbelt.exe,,,,,"SHA1=0E931ED820C96CCAD23D4AFCB0ACD97C99155D11,MD5=C0F8DA7568D2F1534E0ABB0E69DC3280,SHA256=E419A4BBDF1D5E0601E90BAFC1558DBD7414CD44E098B581C1915EF2C6E38D0B,IMPHASH=70D7A835AF4CA9F98A94AAF1B60BF88F",,,Microsoft Windows,Microsoft Corporation,C:\Windows\System32\ws2_32.dll,10.0.18362.387 (WinBuild.160101.0800),Windows Socket 2.0 32-Bit DLL,Valid,Microsoft® Windows® Operating System,true,ws2_32.dll,,,,,,,,,,,,,,
"Image loaded:
RuleName: -
UtcTime: 2020-11-02 21:39:13.160
ProcessGuid: {39e4a257-7c7f-5fa0-c34c-000000000700}
ProcessId: 12036
Image: C:\Users\wardog\Desktop\Seatbelt.exe
ImageLoaded: C:\Windows\System32\wbem\wbemsvc.dll
FileVersion: 10.0.18362.1 (WinBuild.160101.0800)
Description: WMI
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: wbemsvc.dll
Hashes: SHA1=4E319C84A3B272F4159B00A14E379F27A8CF6888,MD5=1310B0EDDFDD818F34DF7C43A41EE2EE,SHA256=8130E4A2D023862DD0162397DF9123C7D9299B6AA6C5B16F93D015EFA263C803,IMPHASH=1CF44754B099F8487ECC57BDB08B3B52
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,Microsoft-Windows-Sysmon,2020-11-02T04:39:13.172Z,WORKSTATION5,7,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:13.172Z,,,,,,,,,,,,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:13.160,,-,,,{39e4a257-7c7f-5fa0-c34c-000000000700},C:\Users\wardog\Desktop\Seatbelt.exe,,,,,"SHA1=4E319C84A3B272F4159B00A14E379F27A8CF6888,MD5=1310B0EDDFDD818F34DF7C43A41EE2EE,SHA256=8130E4A2D023862DD0162397DF9123C7D9299B6AA6C5B16F93D015EFA263C803,IMPHASH=1CF44754B099F8487ECC57BDB08B3B52",,,Microsoft Windows,Microsoft Corporation,C:\Windows\System32\wbem\wbemsvc.dll,10.0.18362.1 (WinBuild.160101.0800),WMI,Valid,Microsoft® Windows® Operating System,true,wbemsvc.dll,,,,,,,,,,,,,,
"Image loaded:
RuleName: -
UtcTime: 2020-11-02 21:39:13.191
ProcessGuid: {39e4a257-7c7f-5fa0-c34c-000000000700}
ProcessId: 12036
Image: C:\Users\wardog\Desktop\Seatbelt.exe
ImageLoaded: C:\Windows\System32\wbem\fastprox.dll
FileVersion: 10.0.18362.1 (WinBuild.160101.0800)
Description: WMI Custom Marshaller
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: fastprox.dll
Hashes: SHA1=EC1D3D11835E845616264EC5DB8C1F64A5F5D9F9,MD5=18EB21F581376F1DE995FC8EEACD9C52,SHA256=C2B08EA50344FFA822EC7594C0EC7237416465B444F0FE90D6889A0126898FD8,IMPHASH=826E98CB0ED4EFA13382853984A1F38C
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,Microsoft-Windows-Sysmon,2020-11-02T04:39:13.194Z,WORKSTATION5,7,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:13.194Z,,,,,,,,,,,,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:13.191,,-,,,{39e4a257-7c7f-5fa0-c34c-000000000700},C:\Users\wardog\Desktop\Seatbelt.exe,,,,,"SHA1=EC1D3D11835E845616264EC5DB8C1F64A5F5D9F9,MD5=18EB21F581376F1DE995FC8EEACD9C52,SHA256=C2B08EA50344FFA822EC7594C0EC7237416465B444F0FE90D6889A0126898FD8,IMPHASH=826E98CB0ED4EFA13382853984A1F38C",,,Microsoft Windows,Microsoft Corporation,C:\Windows\System32\wbem\fastprox.dll,10.0.18362.1 (WinBuild.160101.0800),WMI Custom Marshaller,Valid,Microsoft® Windows® Operating System,true,fastprox.dll,,,,,,,,,,,,,,
"Image loaded:
RuleName: -
UtcTime: 2020-11-02 21:39:13.191
ProcessGuid: {39e4a257-7c7f-5fa0-c34c-000000000700}
ProcessId: 12036
Image: C:\Users\wardog\Desktop\Seatbelt.exe
ImageLoaded: C:\Windows\System32\amsi.dll
FileVersion: 10.0.18362.1 (WinBuild.160101.0800)
Description: Anti-Malware Scan Interface
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: amsi.dll
Hashes: SHA1=C6027664D44C8579A0EF7F515E12A4542FD782CD,MD5=1C188194C6C1880FB7D9E6F54383FF40,SHA256=0A6947B24CAED32006E86DD83A29C1570DFE4ED363AE22D1277D9211430F73AD,IMPHASH=371B4EC2A6801A18FA86FD488786917F
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,Microsoft-Windows-Sysmon,2020-11-02T04:39:13.197Z,WORKSTATION5,7,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:13.197Z,,,,,,,,,,,,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:13.191,,-,,,{39e4a257-7c7f-5fa0-c34c-000000000700},C:\Users\wardog\Desktop\Seatbelt.exe,,,,,"SHA1=C6027664D44C8579A0EF7F515E12A4542FD782CD,MD5=1C188194C6C1880FB7D9E6F54383FF40,SHA256=0A6947B24CAED32006E86DD83A29C1570DFE4ED363AE22D1277D9211430F73AD,IMPHASH=371B4EC2A6801A18FA86FD488786917F",,,Microsoft Windows,Microsoft Corporation,C:\Windows\System32\amsi.dll,10.0.18362.1 (WinBuild.160101.0800),Anti-Malware Scan Interface,Valid,Microsoft® Windows® Operating System,true,amsi.dll,,,,,,,,,,,,,,
"Image loaded:
RuleName: -
UtcTime: 2020-11-02 21:39:13.191
ProcessGuid: {39e4a257-7c7f-5fa0-c34c-000000000700}
ProcessId: 12036
Image: C:\Users\wardog\Desktop\Seatbelt.exe
ImageLoaded: C:\Windows\System32\userenv.dll
FileVersion: 10.0.18362.1139 (WinBuild.160101.0800)
Description: Userenv
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: userenv.dll
Hashes: SHA1=6767284D50E4B23357C234D4CCF9FD05D821CD78,MD5=6DC9184E8E2827C756E74F7C685FFAD3,SHA256=8F0FB258D463DB0B1CEC91797816E427A125EE8EE46F9CF845678BEDB776D9AE,IMPHASH=B27EC605C3878D5AFB745034F25A7E03
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,Microsoft-Windows-Sysmon,2020-11-02T04:39:13.197Z,WORKSTATION5,7,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:13.197Z,,,,,,,,,,,,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:13.191,,-,,,{39e4a257-7c7f-5fa0-c34c-000000000700},C:\Users\wardog\Desktop\Seatbelt.exe,,,,,"SHA1=6767284D50E4B23357C234D4CCF9FD05D821CD78,MD5=6DC9184E8E2827C756E74F7C685FFAD3,SHA256=8F0FB258D463DB0B1CEC91797816E427A125EE8EE46F9CF845678BEDB776D9AE,IMPHASH=B27EC605C3878D5AFB745034F25A7E03",,,Microsoft Windows,Microsoft Corporation,C:\Windows\System32\userenv.dll,10.0.18362.1139 (WinBuild.160101.0800),Userenv,Valid,Microsoft® Windows® Operating System,true,userenv.dll,,,,,,,,,,,,,,
"Image loaded:
RuleName: -
UtcTime: 2020-11-02 21:39:13.191
ProcessGuid: {39e4a257-7c7f-5fa0-c34c-000000000700}
ProcessId: 12036
Image: C:\Users\wardog\Desktop\Seatbelt.exe
ImageLoaded: C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2009.7-0\MpOAV.dll
FileVersion: 4.18.2009.7 (WinBuild.160101.0800)
Description: IOfficeAntiVirus Module
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: MpOAV.dll
Hashes: SHA1=E7B5828DA78B58A048BAD01598142BC72797E25C,MD5=53CC24EE29A1EF31F35C5344026A7DF4,SHA256=7A987BAFDFEC9886F423232FE2D6B19A22D617B60A7CF5DDDB1638E8DE4B7BAE,IMPHASH=485E0C1A03822631D7AEDD81CF2AF588
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,Microsoft-Windows-Sysmon,2020-11-02T04:39:13.205Z,WORKSTATION5,7,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:13.205Z,,,,,,,,,,,,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:13.191,,-,,,{39e4a257-7c7f-5fa0-c34c-000000000700},C:\Users\wardog\Desktop\Seatbelt.exe,,,,,"SHA1=E7B5828DA78B58A048BAD01598142BC72797E25C,MD5=53CC24EE29A1EF31F35C5344026A7DF4,SHA256=7A987BAFDFEC9886F423232FE2D6B19A22D617B60A7CF5DDDB1638E8DE4B7BAE,IMPHASH=485E0C1A03822631D7AEDD81CF2AF588",,,Microsoft Windows,Microsoft Corporation,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2009.7-0\MpOAV.dll,4.18.2009.7 (WinBuild.160101.0800),IOfficeAntiVirus Module,Valid,Microsoft® Windows® Operating System,true,MpOAV.dll,,,,,,,,,,,,,,
"Registry object added or deleted:
RuleName: -
EventType: CreateKey
UtcTime: 2020-11-02 21:39:13.207
ProcessGuid: {39e4a257-f137-5f8b-4800-000000000700}
ProcessId: 2552
Image: C:\windows\system32\svchost.exe
TargetObject: HKCR",12,Microsoft-Windows-Sysmon,2020-11-02T04:39:13.210Z,WORKSTATION5,12,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:13.210Z,,,,,,,,,,,,2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:13.207,,-,,,{39e4a257-f137-5f8b-4800-000000000700},C:\windows\system32\svchost.exe,CreateKey,HKCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Registry object added or deleted:
RuleName: -
EventType: CreateKey
UtcTime: 2020-11-02 21:39:13.207
ProcessGuid: {39e4a257-f137-5f8b-4800-000000000700}
ProcessId: 2552
Image: C:\windows\system32\svchost.exe
TargetObject: HKCR",12,Microsoft-Windows-Sysmon,2020-11-02T04:39:13.210Z,WORKSTATION5,12,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:13.210Z,,,,,,,,,,,,2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:13.207,,-,,,{39e4a257-f137-5f8b-4800-000000000700},C:\windows\system32\svchost.exe,CreateKey,HKCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Registry object added or deleted:
RuleName: -
EventType: CreateKey
UtcTime: 2020-11-02 21:39:13.207
ProcessGuid: {39e4a257-f137-5f8b-4800-000000000700}
ProcessId: 2552
Image: C:\windows\system32\svchost.exe
TargetObject: HKCR",12,Microsoft-Windows-Sysmon,2020-11-02T04:39:13.210Z,WORKSTATION5,12,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:13.210Z,,,,,,,,,,,,2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:13.207,,-,,,{39e4a257-f137-5f8b-4800-000000000700},C:\windows\system32\svchost.exe,CreateKey,HKCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Registry object added or deleted:
RuleName: -
EventType: CreateKey
UtcTime: 2020-11-02 21:39:13.207
ProcessGuid: {39e4a257-f137-5f8b-4800-000000000700}
ProcessId: 2552
Image: C:\windows\system32\svchost.exe
TargetObject: HKCR",12,Microsoft-Windows-Sysmon,2020-11-02T04:39:13.210Z,WORKSTATION5,12,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:13.210Z,,,,,,,,,,,,2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:13.207,,-,,,{39e4a257-f137-5f8b-4800-000000000700},C:\windows\system32\svchost.exe,CreateKey,HKCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Registry object added or deleted:
RuleName: -
EventType: CreateKey
UtcTime: 2020-11-02 21:39:13.207
ProcessGuid: {39e4a257-f137-5f8b-4800-000000000700}
ProcessId: 2552
Image: C:\windows\system32\svchost.exe
TargetObject: HKCR",12,Microsoft-Windows-Sysmon,2020-11-02T04:39:13.210Z,WORKSTATION5,12,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:13.210Z,,,,,,,,,,,,2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:13.207,,-,,,{39e4a257-f137-5f8b-4800-000000000700},C:\windows\system32\svchost.exe,CreateKey,HKCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Registry object added or deleted:
RuleName: -
EventType: CreateKey
UtcTime: 2020-11-02 21:39:13.207
ProcessGuid: {39e4a257-f137-5f8b-4800-000000000700}
ProcessId: 2552
Image: C:\windows\system32\svchost.exe
TargetObject: HKCR",12,Microsoft-Windows-Sysmon,2020-11-02T04:39:13.213Z,WORKSTATION5,12,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:13.213Z,,,,,,,,,,,,2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:13.207,,-,,,{39e4a257-f137-5f8b-4800-000000000700},C:\windows\system32\svchost.exe,CreateKey,HKCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Registry object added or deleted:
RuleName: -
EventType: CreateKey
UtcTime: 2020-11-02 21:39:13.207
ProcessGuid: {39e4a257-f137-5f8b-4800-000000000700}
ProcessId: 2552
Image: C:\windows\system32\svchost.exe
TargetObject: HKCR",12,Microsoft-Windows-Sysmon,2020-11-02T04:39:13.213Z,WORKSTATION5,12,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:13.213Z,,,,,,,,,,,,2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:13.207,,-,,,{39e4a257-f137-5f8b-4800-000000000700},C:\windows\system32\svchost.exe,CreateKey,HKCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Registry object added or deleted:
RuleName: -
EventType: CreateKey
UtcTime: 2020-11-02 21:39:13.207
ProcessGuid: {39e4a257-f137-5f8b-4800-000000000700}
ProcessId: 2552
Image: C:\windows\system32\svchost.exe
TargetObject: HKCR",12,Microsoft-Windows-Sysmon,2020-11-02T04:39:13.213Z,WORKSTATION5,12,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:13.213Z,,,,,,,,,,,,2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:13.207,,-,,,{39e4a257-f137-5f8b-4800-000000000700},C:\windows\system32\svchost.exe,CreateKey,HKCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Registry object added or deleted:
RuleName: -
EventType: CreateKey
UtcTime: 2020-11-02 21:39:13.207
ProcessGuid: {39e4a257-f137-5f8b-4800-000000000700}
ProcessId: 2552
Image: C:\windows\system32\svchost.exe
TargetObject: HKCR",12,Microsoft-Windows-Sysmon,2020-11-02T04:39:13.213Z,WORKSTATION5,12,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:13.213Z,,,,,,,,,,,,2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:13.207,,-,,,{39e4a257-f137-5f8b-4800-000000000700},C:\windows\system32\svchost.exe,CreateKey,HKCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Registry object added or deleted:
RuleName: -
EventType: CreateKey
UtcTime: 2020-11-02 21:39:13.207
ProcessGuid: {39e4a257-f137-5f8b-4800-000000000700}
ProcessId: 2552
Image: C:\windows\system32\svchost.exe
TargetObject: HKCR",12,Microsoft-Windows-Sysmon,2020-11-02T04:39:13.213Z,WORKSTATION5,12,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:13.213Z,,,,,,,,,,,,2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:13.207,,-,,,{39e4a257-f137-5f8b-4800-000000000700},C:\windows\system32\svchost.exe,CreateKey,HKCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Process accessed:
RuleName: -
UtcTime: 2020-11-02 21:39:13.207
SourceProcessGUID: {39e4a257-f131-5f8b-0c00-000000000700}
SourceProcessId: 756
SourceThreadId: 4836
SourceImage: C:\windows\system32\lsass.exe
TargetProcessGUID: {39e4a257-f137-5f8b-4800-000000000700}
TargetProcessId: 2552
TargetImage: C:\windows\system32\svchost.exe
GrantedAccess: 0x1000
CallTrace: C:\windows\SYSTEM32\ntdll.dll+9c584|C:\windows\system32\lsasrv.dll+29e00|C:\windows\system32\lsasrv.dll+1497b|C:\windows\SYSTEM32\SspiSrv.dll+177c|C:\windows\System32\RPCRT4.dll+76a63|C:\windows\System32\RPCRT4.dll+da036|C:\windows\System32\RPCRT4.dll+37b7c|C:\windows\System32\RPCRT4.dll+549f8|C:\windows\System32\RPCRT4.dll+2c9b1|C:\windows\System32\RPCRT4.dll+2c26b|C:\windows\System32\RPCRT4.dll+1a8cf|C:\windows\System32\RPCRT4.dll+19d7a|C:\windows\System32\RPCRT4.dll+19361|C:\windows\System32\RPCRT4.dll+18dce|C:\windows\System32\RPCRT4.dll+16a05|C:\windows\SYSTEM32\ntdll.dll+333ed|C:\windows\SYSTEM32\ntdll.dll+34142|C:\windows\System32\KERNEL32.DLL+17c24|C:\windows\SYSTEM32\ntdll.dll+6cea1",10,Microsoft-Windows-Sysmon,2020-11-02T04:39:13.214Z,WORKSTATION5,10,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:13.214Z,,,,,,756,2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1000,4836.0,C:\windows\system32\lsass.exe,C:\windows\SYSTEM32\ntdll.dll+9c584|C:\windows\system32\lsasrv.dll+29e00|C:\windows\system32\lsasrv.dll+1497b|C:\windows\SYSTEM32\SspiSrv.dll+177c|C:\windows\System32\RPCRT4.dll+76a63|C:\windows\System32\RPCRT4.dll+da036|C:\windows\System32\RPCRT4.dll+37b7c|C:\windows\System32\RPCRT4.dll+549f8|C:\windows\System32\RPCRT4.dll+2c9b1|C:\windows\System32\RPCRT4.dll+2c26b|C:\windows\System32\RPCRT4.dll+1a8cf|C:\windows\System32\RPCRT4.dll+19d7a|C:\windows\System32\RPCRT4.dll+19361|C:\windows\System32\RPCRT4.dll+18dce|C:\windows\System32\RPCRT4.dll+16a05|C:\windows\SYSTEM32\ntdll.dll+333ed|C:\windows\SYSTEM32\ntdll.dll+34142|C:\windows\System32\KERNEL32.DLL+17c24|C:\windows\SYSTEM32\ntdll.dll+6cea1,2020-11-02 21:39:13.207,{39e4a257-f137-5f8b-4800-000000000700},-,{39e4a257-f131-5f8b-0c00-000000000700},C:\windows\system32\svchost.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
